"Latitude","Longitude","Site","meanSize","sdSize","logMeanSize"
19.2996,-155.084,"HAW-28",0.159891598915989,0.954916334350072,-1.83325920013481
22.1642,-159.298933,"KAU-02",0.466491458607096,2.0511214943212,-0.76251556838627
20.192383,-155.703383,"HAW-20",0.812286689419795,2.60049769203797,-0.207901935345593
21.5337,-158.2333,"OAH-04",1.06799336650083,2.44548953308623,0.0657815293771682
21.5614,-158.2616,"OAH-02",1.1,2.52624415837795,0.0953101798043249
20.7337,-156.9213,"LAN-06",1.29206049149338,5.85433018693691,0.256238224305705
20.7751,-156.9897,"LAN-03",1.56526488257783,3.3400983957343,0.448055063713606
21.3192,-157.6541,"OAH-12",1.67653276955603,5.15265060835939,0.516727833142915
20.2472,-155.7766,"HAW-21",1.68694096601073,3.87488343426292,0.522916809478358
20.9141,-156.2144,"MAI-19",1.8741935483871,4.30391997315679,0.628178459372719
21.990383,-160.124833,"NII-04",2.05059523809524,2.79024948381814,0.718130111050454
20.8706,-156.8348,"LAN-07",2.09620253164557,5.90025902894297,0.740127389484138
21.9458,-160.1633,"NII-09",2.23809523809524,4.80495136330084,0.805625163986636
21.8897,-159.6088,"KAU-06",2.30434782608696,4.73569911425538,0.834797697622972
21.43575,-157.791533,"E",2.42268041237113,14.3171588430718,0.884874535640776
20.7412,-156.8758,"LAN-05",2.59512195121951,6.44324099670855,0.953633510203236
21.1861,-157.2534,"MOL-05",2.669921875,5.00512785913132,0.982049211684442
20.267028,-155.847965,"HAW-32",2.77817745803357,4.48312332571667,1.02179512207363
20.9869,-156.5269,"MAI-10",2.78695652173913,4.8345158701904,1.02495014799747
22.0068,-160.079,"NII-07",2.81118881118881,3.42310099292458,1.03360745835911
22.2306,-159.4054,"KAU-03",2.81203007518797,6.26334983460159,1.03390666919278
20.6597,-156.0411,"MAI-14",2.83525535420099,4.59543566338784,1.04213200515204
20.948,-156.2817,"MAI-20",2.87905604719764,5.25729735108048,1.05746247903264
21.9304,-159.6595,"KAU-12",2.90774907749078,6.85854258542323,1.06737926897818
19.424,-154.8806,"HAW-08",3.02028397565923,7.30878149290727,1.10535085864132
21.03055,-156.589983,"MAI-12",3.07816091954023,4.95773438684879,1.12433231460249
21.8689,-159.4472,"KAU-05",3.08695652173913,8.00043635750605,1.12718566111217
21.007433,-156.667717,"MAI-07",3.15367965367965,4.6770053512378,1.14856991511347
20.78,-156.8203,"LAN-04",3.23076923076923,8.55968436049636,1.17272026082183
22.0216,-160.0939,"LEH-02",3.3680981595092,3.344346722852,1.21434824070277
22.0165,-160.0914,"LEH-01",3.47953216374269,3.72175845501776,1.24689784904297
18.939,-155.6884,"HAW-14",3.55099337748344,8.12116359172197,1.26722738898693
20.655417,-156.4449,"MAI-06",3.5625,5.52332195769833,1.27046254559477
19.394,-154.9274,"HAW-09",3.62931034482759,7.88063567042252,1.28904264257602
21.1699,-156.8784,"MOL-07",3.63432835820896,6.93203068082808,1.29042432313168
19.29970773,-155.0840717,"HAW-28",3.95628415300546,3.95416755609453,1.3753052395443
21.5912,-158.2095,"OAH-03",3.97446808510638,7.60112643713373,1.37989092408468
27.785467,-175.82375,"PHR_R33",4,1.65895652508942,1.38629436111989
21.442697,-157.787061,"I",4.08326463314097,17.8476452457607,1.40689682364419
19.2533,-155.197,"HAW-10",4.12037037037037,6.66182474335909,1.41594305504202
22.23061443,-159.405432,"KAU-03",4.18292682926829,3.49648164881583,1.43101119990169
20.24713713,-155.7766393,"HAW-21",4.2046204620462,5.33491359667153,1.43618403062274
19.2672,-155.2554,"HAW-11",4.24501992031873,7.05564743861579,1.44574651240689
19.999,-155.2494,"HAW-29",4.34838709677419,9.05402236659043,1.46980499399306
22.2265,-159.5646,"KAU-13",4.41176470588235,11.438839924727,1.48427476948009
20.26707508,-155.8476048,"HAW-32",4.43014705882353,3.98737527728582,1.48843277962876
21.1249,-157.3032,"MOL-02",4.51260504201681,6.69378239032878,1.50687460139734
20.91415146,-156.2142809,"MAI-19",4.51682692307692,4.16811829825947,1.5078097391522
20.745567,-155.981317,"MAI-13",4.52230483271375,5.3836486596122,1.50902178262174
20.863133,-156.151317,"MAI-02",4.67532467532468,8.81432289900127,1.54229860959647
21.18365,-156.9245,"MOL-06",4.79230769230769,4.31965277069813,1.56701206833187
21.45151301,-158.2050134,"OAH-17",4.83221476510067,3.15029531984113,1.57530490606464
21.443567,-157.789117,"J",4.86340640809444,20.7273947170203,1.58173909940711
20.19257446,-155.7033439,"HAW-20",5,5.16806160562098,1.6094379124341
27.772788,-175.939602,"PHR_31",5,NA,1.6094379124341
28.27393,-177.3508,"MID_r23_21",5,NA,1.6094379124341
20.98681343,-156.5269317,"MAI-10",5.02142857142857,5.24183810217337,1.61371446920136
19.006233,-155.7963,"HAW-23",5.10460251046025,13.2198606920792,1.63014258579579
21.170467,-156.843733,"MOL-08",5.33333333333333,3.57141709694083,1.67397643357167
22.1669,-159.6802,"KAU-08",5.3416149068323,5.85139469492329,1.67552802426309
22.1377,-159.7613,"KAU-15",5.47712418300654,6.97465804417402,1.70058017908965
22.16684307,-159.6800101,"KAU-08",5.5327868852459,3.45498663744891,1.71069164613927
18.968567,-155.73085,"HAW-22",5.54185692541857,11.6437921107045,1.71232962969082
21.18619108,-157.2533507,"MOL-05",5.62408759124088,4.1722443349874,1.72705872893205
27.78578,-175.82842,"PHR_40101",5.70212765957447,5.12841569576474,1.7408393788008
20.832,-156.6481,"MAI-08",5.85930408472012,10.9554134452969,1.76803083966307
21.87514286,-160.122432,"NII-02",5.89473684210526,4.12168704459318,1.77405989212865
21.95202026,-160.062603,"NII-01",5.92198581560284,4.11415562048265,1.77867183447269
20.0582,-155.3661,"HAW-30",5.95327102803738,9.12659216681885,1.78394082111026
22.22113073,-159.5916966,"KAU-07",5.96969696969697,5.93752258075972,1.78669616727151
20.74554898,-155.9812924,"MAI-13",5.99002493765586,6.01995849233004,1.79009557533336
20.65965434,-156.0411189,"MAI-14",6.00519480519481,5.02959719497724,1.79262489550448
21.4378,-157.790319,"D",6.13782991202346,20.1081161421088,1.81447124516248
20.7623,-155.9798,"MAI-01",6.18930041152263,10.3467350583678,1.82282206116924
21.00742822,-156.6677906,"MAI-07",6.2034632034632,5.57513741333807,1.82510771730638
21.99038029,-160.124829,"NII-04",6.23529411764706,4.58133020850581,1.83022575005585
22.05361445,-159.3134797,"KAU-01",6.30327868852459,4.20524926642467,1.84106992477239
22.11233899,-159.7471336,"KAU-09",6.30681818181818,4.25983096784463,1.84163129926823
27.775752,-175.973484,"PHR_32",6.4,2.94511191816649,1.85629799036563
21.0642866,-156.9867609,"MOL-14",6.42857142857143,2.14919697074224,1.86075234071501
19.7077,-154.9843,"HAW-25",6.43653846153846,7.30374646772457,1.86199088963585
18.965417,-155.6182,"HAW-12",6.48214285714286,16.6055607207956,1.8690511435297
20.09518915,-155.4463331,"HAW-31",6.62109375,6.25793491395164,1.89026057533499
23.62992,-166.11151,"FFS-4112",6.64285714285714,3.79487798237294,1.893542163538
21.81669963,-160.1860375,"NII-03",6.66666666666667,3.05505046330389,1.89711998488588
21.437208,-157.787539,"C",6.6726618705036,18.9011339653167,1.8980188613509
27.78471417,-175.8880516,"PHR_4069",6.73846153846154,3.35539175747838,1.90783164048081
19.0383,-155.8826,"HAW-24",6.81031307550645,7.68948367102078,1.91843809201313
20.77520558,-156.9900771,"LAN-03",6.8311499272198,5.64607417875536,1.92149302357207
21.90682026,-160.2109742,"NII-05",6.84375,5.1999340876716,1.92333582701677
27.7900146,-175.8737878,"PHR_4048",6.92307692307692,4.80384461415261,1.93486031286873
22.16405324,-159.298801,"KAU-02",6.93283582089552,4.43024085156978,1.93626893886293
19.0755,-155.5525,"HAW-17",6.96247240618102,11.4557982798086,1.94053464203995
19.339767,-154.989483,"HAW-33",7,3.9938477277096,1.94591014905531
21.31181502,-158.1273883,"OAH-01",7.2198275862069,5.33946703288381,1.97683107259286
21.12473555,-157.3034402,"MOL-02",7.23245614035088,5.99584284198085,1.97857869360516
20.94806188,-156.2818276,"MAI-20",7.48181818181818,7.56733163635935,2.01247583488465
27.9578,-175.80208,"PHR_tc26",7.5,2.88675134594813,2.01490302054226
22.20886029,-159.5115982,"KAU-307",7.69230769230769,6.16961121660859,2.04022082852655
22.21768652,-159.5038459,"KAU-338",7.78571428571429,7.82676445015702,2.05229055261389
21.28634267,-158.0404096,"OAH-13",7.78787878787879,6.64371339981849,2.05256852342874
21.94592712,-160.1630919,"NII-09",7.8,7.37950830727514,2.05412373369555
22.20584532,-159.5088414,"KAU-301",7.81818181818182,6.8635431890697,2.05645202345514
21.03058616,-156.5900207,"MAI-12",7.85106382978723,7.12100851684347,2.06064904233047
19.808717,-155.0896,"HAW-01",7.86792452830189,9.46772375096493,2.06279430824668
21.433728,-157.786256,"A",7.98129675810474,25.139628044016,2.07710089927549
20.65592498,-156.4454834,"MAI-06",8.1685393258427,7.39140101663846,2.10029010780138
22.162717,-159.729133,"KAU-14",8.17647058823529,7.31219770616999,2.10126058907448
19.70765663,-154.9840849,"HAW-25",8.45244215938303,6.38828869279934,2.13445541255762
22.21783178,-159.5031637,"KAU-339",8.5,8.18195847242239,2.14006616349627
20.86314054,-156.1514562,"MAI-02",8.70754716981132,7.38509704811567,2.16419014039078
19.7415,-155.0304,"HAW-26",8.73263888888889,11.8936069253582,2.16706760239789
21.8897599,-159.6088704,"KAU-06",8.73548387096774,5.94900124691339,2.16739333655297
22.2129463,-159.5132949,"KAU-325",8.73684210526316,10.7655978145476,2.1675488091901
22.21560714,-159.5038906,"KAU-336",8.81818181818182,7.12151030968215,2.17681570570501
19.12912359,-155.9181864,"HAW-38",9.02090592334495,8.46504011045064,2.19954476399192
20.923033,-156.909367,"LAN-08",9.19337016574586,9.97781763162636,2.21848259011533
21.29295138,-158.0210568,"OAH-16",9.2,9.09778106205929,2.21920348405499
23.05328437,-161.9216014,"NIH_145",9.25,4.62601340248815,2.22462355152433
27.84535214,-175.9744687,"PH370",9.3,7.51369120709359,2.23001440015921
21.430239,-157.787483,"H",9.3992673992674,23.4779705703495,2.24063174999062
22.21828013,-159.5386748,"KAU-433",9.55,8.9176052957353,2.25654115449264
19.42394069,-154.8805369,"HAW-08",9.74782608695652,11.1596931280381,2.27704429470891
20.83204301,-156.6479811,"MAI-08",9.75313807531381,9.34420641286013,2.27758908710425
22.21979859,-159.5025311,"KAU-342",9.76470588235294,8.89191635535266,2.27877444430033
19.30423077,-155.8895059,"HAW-40",9.84848484848485,9.80742059421408,2.28731762086326
23.062605,-161.92915,"NIH_139",10,10.0761804154504,2.30258509299405
21.3194635,-157.6539883,"OAH-12",10.0650406504065,10.1753923555889,2.30906809787212
19.03819545,-155.8825168,"HAW-24",10.1924778761062,8.53118115735696,2.32164998510369
20.0951,-155.4463,"HAW-31",10.2285714285714,8.05854732534725,2.32518492491129
20.05847038,-155.3661923,"HAW-30",10.4754901960784,9.25257984286933,2.34903826147493
22.21315275,-159.51381,"KAU-312",10.6212121212121,10.1674672007039,2.36285314500816
22.20882769,-159.5094469,"KAU-304",10.6315789473684,5.71752205763407,2.36382871823476
21.93040484,-159.6595575,"KAU-12",10.7676767676768,7.34132076089036,2.3765487545912
19.97802942,-155.8380342,"HAW-36",10.9710743801653,9.83297706783296,2.39526220751935
23.62589,-166.11365,"FFS-4152",10.9767441860465,4.65724408643354,2.39577886989199
22.23280932,-159.455079,"KAU-377",11.0294117647059,6.43138749400463,2.40056550135425
22.209472,-159.5106245,"KAU-305",11.1230769230769,9.80673826430661,2.40902195226313
18.96851024,-155.7306727,"HAW-22",11.1780104712042,9.37661906060836,2.41394849761609
22.2190868,-159.5032638,"KAU-340",11.2758620689655,6.48017058706315,2.42266434091078
19.21420678,-155.9017571,"HAW-39",11.3307607497244,7.58373213722837,2.42752121750994
20.77986944,-156.8204173,"LAN-04",11.410071942446,8.31524201238573,2.4344964690641
19.07470903,-155.9010131,"HAW-34",11.6224719101124,11.6631180524218,2.45294045772551
22.21526164,-159.5029553,"KAU-335",11.75,9.73801557651358,2.46385324059017
23.06202786,-161.9290737,"NIH_1",11.8947368421053,8.67240026266025,2.47609602010585
19.99904788,-155.2493707,"HAW-29",12.0263157894737,10.2462719351695,2.48709723116782
19.93124583,-155.8904658,"HAW-37",12.0552995391705,11.5842802632373,2.48950435903663
20.59223609,-156.4199428,"MAI-23",12.1440972222222,8.48948607350707,2.49684322640369
20.79076658,-156.5837262,"MAI-09",12.3310924369748,11.3132453278599,2.51212391316836
22.2104728,-159.5115336,"KAU-308",12.4166666666667,11.7846752788769,2.51903965615746
22.2124428,-159.5128771,"KAU-310",12.5806451612903,13.3901705900038,2.53215953463855
22.21362163,-159.5129588,"KAU-311",12.8367346938776,11.0214694626282,2.55231095858981
22.21672202,-159.5036261,"KAU-337",12.8787878787879,10.7230988284567,2.55558160745794
21.3812419,-157.6866307,"OAH-15",12.9122807017544,6.48702193877015,2.55817885089433
22.21282351,-159.5147954,"KAU-313",12.9285714285714,11.465428206397,2.55943970165057
22.22011476,-159.5389989,"KAU-446",12.9333333333333,13.5671171096393,2.55980795796112
22.20784265,-159.5093345,"KAU-303",13,19.3954071414296,2.56494935746154
22.21199345,-159.5122582,"KAU-323",13.0576923076923,10.8725476595576,2.56937740897727
21.083,-157.2671,"MOL-03",13.256,14.7566084848756,2.58445028012426
19.39414429,-154.9274326,"HAW-09",14.1969696969697,11.334901444087,2.653028540212
22.21437701,-159.5133377,"KAU-331",14.7384615384615,14.3736705070818,2.69046050807522
20.07471208,-155.8648396,"HAW-35",14.7931034482759,14.0408802691471,2.69416108894154
20.91030249,-156.6958033,"MAI-22",15.1251819505095,11.6863301539382,2.7163610336303
21.3813,-157.68675,"OAH-15",15.2244897959184,8.12215413268562,2.72290530209313
27.78071463,-175.928858,"PH411",15.25,14.5,2.72457950305342
25.76872775,-171.7625261,"152",15.3142857142857,8.96979056930221,2.72878609958139
22.22074902,-159.5387994,"KAU-435",15.6521739130435,8.01480842878965,2.75060981552101
20.73391205,-156.9215076,"LAN-06",15.7955390334572,13.372997982307,2.75972756051297
21.43555,-157.786444,"B",15.822868473232,30.0889392476179,2.76145626532361
19.80878681,-155.08948,"HAW-01",15.9453125,11.2616054531266,2.76916489889023
20.87046088,-156.8346712,"LAN-07",15.9906832298137,13.5288974264482,2.77200625450173
22.21461338,-159.5020914,"KAU-334",16.1428571428571,11.8381948430855,2.78147766965703
21.03479278,-156.8870764,"MOL-12",16.1881188118812,11.3690042407303,2.78427756649009
20.92295414,-156.9092792,"LAN-08",16.5321637426901,11.8630848828514,2.80530780119093
20.74127228,-156.8758327,"LAN-05",16.6195652173913,18.5743767151345,2.81058062888002
20.76226207,-155.9797715,"MAI-01",16.741935483871,13.9976019826289,2.81791667868074
19.74144878,-155.0303544,"HAW-26",16.9047619047619,10.5361317977744,2.82759535175199
23.836467,-166.266833,"FFS_33",16.9552572706935,15.1772121743203,2.83057794919846
22.21292711,-159.5154983,"KAU-314",17.09375,9.43691917674339,2.83871289962225
23.06233905,-161.92909,"NIH_138",17.32,8.83987179394211,2.85186190313429
21.430542,-157.79035,"G",17.4390243902439,28.3913728653923,2.8587104759897
21.08039629,-157.2157718,"MOL-04",17.6041666666667,11.8550457582026,2.86813561644928
21.41212947,-157.7097973,"OAH-14",17.6416184971098,14.2330642623249,2.87026079790657
20.72488868,-156.4565075,"MAI-05",17.9860465116279,12.4294190771716,2.88959626347963
22.20677756,-159.5092243,"KAU-302",18.2666666666667,16.1791769186744,2.90507790528586
23.850983,-166.329267,"FFS_r16",18.5645161290323,36.7908264315993,2.92125202367679
21.9594001,-159.3282305,"KAU-04",18.7424242424242,12.4038587123407,2.93078963036606
21.0778801,-157.0408512,"MOL-09",18.925,13.9839716245258,2.94048379932351
27.78405057,-175.9463782,"PH410",19.2,26.3571622144722,2.95491027903374
20.78963427,-156.5101157,"Maalaea",19.3478260869565,9.40796903815722,2.96258006623709
21.04464328,-156.9277678,"MOL-13",19.4202898550725,16.5903021510404,2.9663183883477
19.3785,-155.899,"Hookena",19.7694388100068,12.6578899385197,2.98413725084169
21.08279536,-157.2670377,"MOL-03",19.7908163265306,12.7348549505774,2.98521800820945
20.07,-155.86,"Waiakailio",19.8434343434343,18.5209644507521,2.98787318886392
21.412217,-157.7098,"OAH-14",19.9047619047619,14.7338914616501,2.99095899480133
22.23048694,-159.4615532,"KAU-362",22,7.07106781186548,3.09104245335832
20.63233108,-156.4963794,"Molokini",22.25,26.347761678263,3.10234200861225
20.910083,-156.695633,"MAI-22",22.8598484848485,14.4126864260269,3.12938203038532
25.791855,-171.7424,"162",23.0681818181818,13.6729196407006,3.13845425755763
21.86891008,-159.4471448,"KAU-05",23.4861111111111,19.8643236400745,3.15640922988253
21.08341402,-157.1284758,"MOL-11",23.7,25.6738274288654,3.16547504814109
19.6378,-155.9976,"Kailua",23.959477124183,18.4025456691131,3.17636395014531
19.42337,-155.91319,"Hookena",24.4388489208633,18.7276882158955,3.19617403502989
20.9364,-156.486867,"MAI-21",24.980198019802,31.8216360571487,3.2180834317998
19.95,-155.86,"Maunalani",25.6281588447653,17.0738698101373,3.24369170185205
19.36,-155.89,"Honaunau",25.8211143695015,16.874980433674,3.25119254364679
19.4628,-155.9255,"Keei",25.9556084026952,12.0545125186501,3.25638770967852
20.93687344,-156.6935867,"Kahekili",26,10.6770782520313,3.25809653802148
19.074833,-155.901017,"HAW-34",26.1325966850829,26.7864826689755,3.26318345022015
27.96525459,-175.7735931,"PH102",26.5,29.3442704270621,3.27714473299218
25.7612,-171.7514552,"158",26.8157894736842,18.5543107297788,3.28899087349634
28.41844192,-178.2847932,"K104",27.25,17.6739798918464,3.30505352110925
19.4227,-155.9126,"Honaunau",27.3166666666667,16.1762000099279,3.30749701652173
28.38546818,-178.3352798,"K106",27.952380952381,20.0660813077098,3.33050238210467
27.96533113,-175.7872333,"PH101",28.5555555555556,17.9172480525827,3.351851507559
19.63,-155.99,"Kailua",28.6143790849673,15.7601780743206,3.35390935669037
19.672,-156.03,"Honokohau",28.942631398145,12.0544500551366,3.36531564305963
20.07578,-155.86505,"Waiakailio",29.2606310013717,13.971737569114,3.37624296068316
26.065898,-174.001707,"LIS_12",29.3478260869565,42.3148274535727,3.37921847494338
19.9697,-155.8492,"Puako",29.3802870090634,12.3063780334807,3.38032393955654
27.95926,-175.8201124,"PH363",29.4090909090909,16.1942349851188,3.38130384114258
19.5682,-155.969,"Keauhou",29.8059810357403,14.9822861575819,3.39470907926995
19.9523,-155.8638,"Maunalani",30.0944386149003,11.726628731416,3.40434039105935
19.84,-155.98,"Kaupulehu",30.4045977011494,12.8302270188885,3.41459383714592
19.67,-156.03,"Honokohau",30.789603960396,15.8175952171367,3.42717709924881
22.21854893,-159.5383748,"KAU-441",31.4,14.3108350559987,3.44680789291421
22.2094772,-159.5119679,"KAU-321",32.35,23.60703507989,3.47661402094691
19.56,-155.96,"Keauhou",33.0294117647059,14.5966940021521,3.49739843012228
19.96,-155.84,"Puako",33.0607902735562,13.3771264772446,3.49834799632848
23.057383,-161.9198748,"NIH_142",33.5384615384615,32.1367271321961,3.5126928858875
19.8337,-155.9883,"Kaupulehu",33.6190288195815,13.223372045388,3.51509224057875
25.78558217,-171.7368036,"165",34.2857142857143,31.4619952141809,3.53472877428668
28.38484788,-178.33472,"K177",35.4444444444444,27.6005588652332,3.56796652544863
22.2264928,-159.5644887,"KAU-13",36,19.7989898732233,3.58351893845611
28.44871677,-178.29736,"K108",37.1875,25.662472601057,3.61597268330585
23.83664275,-166.2668648,"FFS33",37.3214285714286,25.8156621588216,3.61956765422371
19.737969,-155.01519,"Waiuli",38.8235294117647,32.7247267358809,3.65902649096425
19.68634,-156.035764,"Kaloko",39.0387243735763,33.4625624022046,3.66455408615389
25.77398163,-171.74541,"172",40.25,28.9214732146069,3.69511000386457
23.86798785,-166.3292662,"130",40.7647058823529,29.7920488800382,3.70781665513369
19.42182,-155.9153,"Ho-DO",41.3333333333333,48.7510683643617,3.72166927693693
19.835904,-155.989257,"Kahuwai",45.6383561643836,33.2288594473954,3.82074850691279
25.94316888,-173.8876576,"L255",46.4,37.8262947092174,3.83729945923221
26.03493518,-174.0010545,"L242",48.125,38.9892736728765,3.87380179260795
25.7712,-171.7525841,"156",49.0384615384615,31.0798722896099,3.89260491957104
23.67083738,-166.2429517,"124",52.25,68.2425048901651,3.95603989084492
23.85618668,-166.3004119,"132",54.1538461538462,50.2415702841321,3.99182899869651
19.487952,-154.819156,"Waiopae",56.1666666666667,40.3798154840395,4.02832346112431
19.636319,-156.000186,"Kailua_Kona",60.9168399168399,48.0941063956185,4.10950965400983
25.94316888,-173.8876576,"L235",61.8181818181818,37.7203196012774,4.12419752537178
27.89231899,-175.9103552,"PH406",63.0588235294118,35.5008284907467,4.14406799757453
23.74455,-166.1738139,"FFS192",68.0454545454545,50.7134595384202,4.22017593106131
27.89911403,-175.8701272,"PH407",90.4545454545455,60.1693857235968,4.50484746436022
23.85163593,-166.32636,"1",94.5,131.795295818933,4.5485998344997
23.6573037,-166.1811064,"FFS158",96.8,64.7868654206582,4.57264699428253
27.82604219,-175.8335522,"PH108",101.814814814815,65.4287851478684,4.62315562216092
